1.929988026618957520e+00,1.840819478034973145e+00,5.752418637275695801e-01,1.955396262928843498e-03,-2.931356802582740784e-02,-9.154425263404846191e-01,4.013750255107879639e-01,-7.702331244945526123e-02,5.866980925202369690e-02,-2.823760211467742920e-01,1.275938153266906738e-01,-4.964853171259164810e-03,5.606664926744997501e-04,-1.280964314937591553e-01,-1.988239437341690063e-01,-9.727859497070312500e-02,1.022825166583061218e-01,-2.927046641707420349e-02,1.493698507547378540e-01
1.931383013725280762e+00,1.838326692581176758e+00,5.753219127655029297e-01,-1.340410578995943069e-02,-4.009493812918663025e-02,-9.470717906951904297e-01,3.182259798049926758e-01,-9.408849477767944336e-02,5.612565204501152039e-02,-1.082898899912834167e-01,1.648813486099243164e-01,2.611938305199146271e-02,4.123742226511240005e-03,-4.909815266728401184e-02,-1.985163390636444092e-01,7.296466082334518433e-02,8.939326554536819458e-02,-9.432549029588699341e-02,1.660871952772140503e-01
1.930116653442382812e+00,1.838161110877990723e+00,5.752663612365722656e-01,-1.382317114621400833e-02,-4.109900072216987610e-02,-9.471998810768127441e-01,3.176982402801513672e-01,-8.949941396713256836e-02,5.521718785166740417e-02,-1.076267883181571960e-01,1.619917899370193481e-01,3.084983862936496735e-02,3.863316029310226440e-03,-4.353459179401397705e-02,-1.990019828081130981e-01,7.486650347709655762e-02,8.646168559789657593e-02,-9.375829249620437622e-02,1.634845882654190063e-01
1.929114341735839844e+00,1.838077664375305176e+00,5.751293301582336426e-01,-1.309170201420783997e-02,-4.119389504194259644e-02,-9.470798373222351074e-01,3.180745840072631836e-01,-8.973875641822814941e-02,5.580261722207069397e-02,-1.078960597515106201e-01,1.638516783714294434e-01,2.486460469663143158e-02,9.289444424211978912e-03,-4.321052506566047668e-02,-1.991715729236602783e-01,7.407479733228683472e-02,8.614628762006759644e-02,-9.694465249776840210e-02,1.621985286474227905e-01
1.928171038627624512e+00,1.837891697883605957e+00,5.751060843467712402e-01,-1.208874490112066269e-02,-4.121768847107887268e-02,-9.473767280578613281e-01,3.172260224819183350e-01,-9.049368649721145630e-02,5.587152764201164246e-02,-1.068527176976203918e-01,1.630970537662506104e-01,2.812433429062366486e-02,5.804907064884901047e-03,-4.302540048956871033e-02,-1.991168558597564697e-01,7.450171560049057007e-02,8.507657051086425781e-02,-9.650904685258865356e-02,1.644259840250015259e-01
1.927291750907897949e+00,1.837967753410339355e+00,5.752171874046325684e-01,-1.137992739677429199e-02,-4.053016006946563721e-02,-9.479048252105712891e-01,3.157598078250885010e-01,-9.144737571477890015e-02,5.781750753521919250e-02,-1.050916016101837158e-01,1.637903451919555664e-01,2.615268155932426453e-02,-2.437340794131159782e-03,-4.332836717367172241e-02,-1.969847828149795532e-01,7.685194164514541626e-02,8.485963195562362671e-02,-9.690816700458526611e-02,1.635572165250778198e-01
1.926270365715026855e+00,1.837974667549133301e+00,5.751081705093383789e-01,-1.100196503102779388e-02,-4.124328494071960449e-02,-9.476626515388488770e-01,3.164070844650268555e-01,-8.888930827379226685e-02,5.807470530271530151e-02,-1.042588204145431519e-01,1.603396534919738770e-01,2.497357688844203949e-02,7.336399052292108536e-03,-4.204876348376274109e-02,-1.974576711654663086e-01,7.627446949481964111e-02,8.490508049726486206e-02,-9.753745049238204956e-02,1.588193625211715698e-01
1.925551772117614746e+00,1.837555408477783203e+00,5.751952528953552246e-01,-1.044181268662214279e-02,-4.112504050135612488e-02,-9.478979110717773438e-01,3.157361149787902832e-01,-8.727782964706420898e-02,5.750055238604545593e-02,-9.729547053575515747e-02,1.588239073753356934e-01,2.410680055618286133e-02,1.499595120549201965e-02,-4.150512069463729858e-02,-1.976206600666046143e-01,7.544564455747604370e-02,8.452050387859344482e-02,-9.743575006723403931e-02,1.620516628026962280e-01
1.924674034118652344e+00,1.837636590003967285e+00,5.752025842666625977e-01,-9.388687089085578918e-03,-4.135662317276000977e-02,-9.482219219207763672e-01,3.147644102573394775e-01,-8.874663710594177246e-02,5.852284282445907593e-02,-9.276328980922698975e-02,1.589251905679702759e-01,2.273164875805377960e-02,1.826908253133296967e-02,-4.164947569370269775e-02,-1.973587721586227417e-01,7.763350754976272583e-02,8.487603068351745605e-02,-1.001837402582168579e-01,1.592986136674880981e-01
1.924223423004150391e+00,1.837322950363159180e+00,5.753655433654785156e-01,-7.489023730158805847e-03,-4.036622866988182068e-02,-9.483237862586975098e-01,3.146369755268096924e-01,-9.355718642473220825e-02,5.896421149373054504e-02,-9.234654158353805542e-02,1.615502983331680298e-01,1.922935619950294495e-02,1.327425800263881683e-02,-4.700832441449165344e-02,-1.965545117855072021e-01,7.634788751602172852e-02,8.906087279319763184e-02,-1.025634035468101501e-01,1.642475277185440063e-01
1.922928690910339355e+00,1.837241291999816895e+00,5.753654837608337402e-01,-6.707198917865753174e-03,-3.990314528346061707e-02,-9.487044215202331543e-01,3.135643899440765381e-01,-9.351661801338195801e-02,6.107878684997558594e-02,-9.072750061750411987e-02,1.617527902126312256e-01,1.659936271607875824e-02,1.413064170628786087e-02,-4.559504613280296326e-02,-1.950572729110717773e-01,7.653838396072387695e-02,8.675681799650192261e-02,-1.035183891654014587e-01,1.574873179197311401e-01
1.921508669853210449e+00,1.837318420410156250e+00,5.755530595779418945e-01,-5.470742937177419662e-03,-3.932002931833267212e-02,-9.489202499389648438e-01,3.130085170269012451e-01,-9.637130051851272583e-02,6.188850477337837219e-02,-9.353126585483551025e-02,1.670614331960678101e-01,6.697062402963638306e-03,1.067752670496702194e-02,-4.499185830354690552e-02,-1.930593103170394897e-01,7.773284614086151123e-02,8.514363318681716919e-02,-1.051304265856742859e-01,1.530089974403381348e-01
1.920205831527709961e+00,1.836990594863891602e+00,5.759248733520507812e-01,-4.400184378027915955e-03,-3.715310245752334595e-02,-9.489558935165405273e-01,3.131820261478424072e-01,-9.846528619527816772e-02,6.665013730525970459e-02,-9.408129006624221802e-02,1.725563853979110718e-01,-1.177136693149805069e-02,1.037846785038709641e-02,-4.614707827568054199e-02,-1.882962435483932495e-01,7.768682390451431274e-02,8.471389859914779663e-02,-1.056713685393333435e-01,1.510077416896820068e-01
