-1.702472090721130371e+00,-1.845906853675842285e+00,6.183190345764160156e-01,3.796062991023063660e-02,2.427801303565502167e-02,4.468877911567687988e-01,8.934544324874877930e-01,-7.865056395530700684e-02,4.271503537893295288e-02,-1.484728902578353882e-01,1.472417414188385010e-01,3.909420967102050781e-02,5.785459652543067932e-02,-2.458426170051097870e-02,-1.533356606960296631e-01,1.539419740438461304e-01,6.087199226021766663e-02,-1.098085343837738037e-01,9.895900636911392212e-02
-1.705432415008544922e+00,-1.848949670791625977e+00,6.190786957740783691e-01,3.765222430229187012e-02,3.091972880065441132e-02,4.408994317054748535e-01,8.962332010269165039e-01,-1.167190596461296082e-01,3.528689965605735779e-02,-1.374387890100479126e-01,1.720331162214279175e-01,4.640392959117889404e-02,5.781462788581848145e-02,-4.655175656080245972e-02,-1.576974093914031982e-01,1.664779782295227051e-01,7.087873667478561401e-02,-1.163823306560516357e-01,1.218525320291519165e-01
-1.703415036201477051e+00,-1.846354722976684570e+00,6.189215183258056641e-01,4.174634441733360291e-02,2.429965697228908539e-02,4.487007260322570801e-01,8.923757076263427734e-01,-7.703664153814315796e-02,3.651550784707069397e-02,-1.386883556842803955e-01,1.615563184022903442e-01,4.343581572175025940e-02,6.178175657987594604e-02,-2.472267299890518188e-02,-1.597439646720886230e-01,1.477465927600860596e-01,6.748619675636291504e-02,-1.186934113502502441e-01,1.280096471309661865e-01
-1.703093886375427246e+00,-1.846546411514282227e+00,6.184293627738952637e-01,3.947612643241882324e-02,2.139902301132678986e-02,4.501072764396667480e-01,8.918448090553283691e-01,-7.652142643928527832e-02,3.902901709079742432e-02,-1.244946494698524475e-01,1.388326585292816162e-01,2.033334784209728241e-02,3.432144969701766968e-02,-2.108644507825374603e-02,-1.535680294036865234e-01,1.428758949041366577e-01,6.420055776834487915e-02,-1.185890287160873413e-01,1.178741976618766785e-01
-1.703682780265808105e+00,-1.846777915954589844e+00,6.184414029121398926e-01,4.198094457387924194e-02,2.065707370638847351e-02,4.473888874053955078e-01,8.931148052215576172e-01,-7.348813861608505249e-02,3.713914752006530762e-02,-1.511645615100860596e-01,1.581322997808456421e-01,3.778539970517158508e-02,5.596980825066566467e-02,-1.743120886385440826e-02,-1.575718373060226440e-01,1.513816565275192261e-01,6.490097939968109131e-02,-1.162542998790740967e-01,1.158579215407371521e-01
-1.706152796745300293e+00,-1.849616408348083496e+00,6.185798645019531250e-01,4.093147069215774536e-02,2.298111096024513245e-02,4.405002295970916748e-01,8.965244293212890625e-01,-9.794505685567855835e-02,3.849897906184196472e-02,-1.264489591121673584e-01,1.807039529085159302e-01,4.862298816442489624e-02,6.044593453407287598e-02,-2.993088029325008392e-02,-1.577552706003189087e-01,1.644299477338790894e-01,6.946588307619094849e-02,-1.134444996714591980e-01,1.159027516841888428e-01
-1.705580353736877441e+00,-1.849684238433837891e+00,6.185368299484252930e-01,3.857577964663505554e-02,2.313295193016529083e-02,4.428516626358032227e-01,8.954659104347229004e-01,-1.009396612644195557e-01,3.912371769547462463e-02,-1.092542782425880432e-01,1.550076752901077271e-01,2.638817206025123596e-02,3.430367633700370789e-02,-3.230390697717666626e-02,-1.527522057294845581e-01,1.597687304019927979e-01,6.887286156415939331e-02,-1.178871393203735352e-01,1.183214262127876282e-01
-1.706770300865173340e+00,-1.850150585174560547e+00,6.184824705123901367e-01,4.096991196274757385e-02,2.309294231235980988e-02,4.393447637557983398e-01,8.970866203308105469e-01,-1.030771061778068542e-01,3.595825284719467163e-02,-1.322905123233795166e-01,1.785031557083129883e-01,4.550098255276679993e-02,6.459538638591766357e-02,-3.134766593575477600e-02,-1.577273458242416382e-01,1.701051741838455200e-01,7.095152884721755981e-02,-1.155649796128273010e-01,1.133878380060195923e-01
-1.707230329513549805e+00,-1.850161552429199219e+00,6.184441447257995605e-01,4.035500437021255493e-02,2.325403504073619843e-02,4.388460218906402588e-01,8.973543643951416016e-01,-1.032169014215469360e-01,3.843117132782936096e-02,-1.249180957674980164e-01,1.843433082103729248e-01,4.957263171672821045e-02,7.173907011747360229e-02,-3.320802375674247742e-02,-1.576431095600128174e-01,1.710179895162582397e-01,7.099854946136474609e-02,-1.127891317009925842e-01,1.096635907888412476e-01
-1.706725358963012695e+00,-1.850149989128112793e+00,6.185168027877807617e-01,3.895238414406776428e-02,2.401374094188213348e-02,4.405121803283691406e-01,8.965796232223510742e-01,-1.072576716542243958e-01,3.691556304693222046e-02,-1.062526702880859375e-01,1.599543690681457520e-01,2.853022515773773193e-02,4.421224817633628845e-02,-3.488610312342643738e-02,-1.551042646169662476e-01,1.634100079536437988e-01,6.948532164096832275e-02,-1.173071414232254028e-01,1.203080713748931885e-01
